customer_id,date,revenue_euro,sales
70736,2024-06-15,1260.19,18
70736,2024-06-16,3246.57,33
70736,2024-06-17,8972.27,82
70736,2024-06-18,9243.56,9
70736,2024-06-19,9340.33,52
70736,2024-06-20,1814.83,89
70736,2024-06-21,3137.6,52
70736,2024-06-22,3197.46,84
70736,2024-06-23,7784.97,2
70736,2024-06-24,4413.56,51
70736,2024-06-25,6685.64,84
70736,2024-06-26,5831.28,88
70736,2024-06-27,4851.86,13
70736,2024-06-28,1198.24,82
70736,2024-06-29,679.53,49
70736,2024-06-30,4505.17,44
70736,2024-07-01,7334.77,72
70736,2024-07-02,3847.0,34
70736,2024-07-03,616.84,24
70736,2024-07-04,3975.51,93
70736,2024-07-05,225.27,72
70736,2024-07-06,2814.65,23
70736,2024-07-07,9629.62,1
70736,2024-07-08,3756.2,59
70736,2024-07-09,2275.92,58
70736,2024-07-10,8568.09,22
70736,2024-07-11,8931.05,60
70736,2024-07-12,3807.51,6
70736,2024-07-13,8109.96,82
70736,2024-07-14,9695.61,87
70736,2024-07-15,7097.0,89
70736,2024-07-16,4648.26,4
70736,2024-07-17,5107.33,48
70736,2024-07-18,3694.92,47
70736,2024-07-19,5857.67,55
70736,2024-07-20,9014.57,71
70736,2024-07-21,7889.69,74
70736,2024-07-22,2495.15,47
70736,2024-07-23,4481.47,84
70736,2024-07-24,3139.52,32
70736,2024-07-25,9956.03,15
70736,2024-07-26,6501.63,61
70736,2024-07-27,1520.88,41
70736,2024-07-28,2491.0,90
70736,2024-07-29,1151.92,15
70736,2024-07-30,962.02,48
70736,2024-07-31,5606.2,75
70736,2024-08-01,446.99,5
70736,2024-08-02,578.7,7
70736,2024-08-03,5576.12,40
70736,2024-08-04,7247.46,81
70736,2024-08-05,9539.32,82
70736,2024-08-06,5895.19,59
70736,2024-08-07,2776.0,23
70736,2024-08-08,8286.64,55
70736,2024-08-09,1730.58,29
70736,2024-08-10,7717.52,22
70736,2024-08-11,6562.15,17
70736,2024-08-12,1897.17,51
70736,2024-08-13,7464.2,14
70736,2024-08-14,4129.57,48
70736,2024-08-15,7468.46,21
70736,2024-08-16,2970.08,72
70736,2024-08-17,3026.48,88
70736,2024-08-18,7179.53,24
70736,2024-08-19,4839.29,61
70736,2024-08-20,5375.08,39
70736,2024-08-21,5708.49,44
70736,2024-08-22,2157.0,95
70736,2024-08-23,4306.94,63
70736,2024-08-24,9617.95,92
70736,2024-08-25,2568.23,26
70736,2024-08-26,7805.93,70
70736,2024-08-27,1913.52,21
70736,2024-08-28,6793.08,90
70736,2024-08-29,7769.18,13
70736,2024-08-30,2656.37,39
70736,2024-08-31,4390.97,66
70736,2024-09-01,2766.15,4
70736,2024-09-02,3466.31,36
70736,2024-09-03,7220.81,2
70736,2024-09-04,7281.51,16
70736,2024-09-05,7444.31,55
70736,2024-09-06,2345.88,53
70736,2024-09-07,7144.37,79
70736,2024-09-08,9654.16,14
70736,2024-09-09,5279.26,92
70736,2024-09-10,6750.9,50
70736,2024-09-11,8202.16,60
70736,2024-09-12,7636.71,56
70736,2024-09-13,9256.67,65
70736,2024-09-14,576.6,93
70736,2024-09-15,3605.45,86
70736,2024-09-16,5067.54,67
70736,2024-09-17,6269.04,7
70736,2024-09-18,2725.11,49
70736,2024-09-19,1648.42,33
70736,2024-09-20,8710.23,4
70736,2024-09-21,8976.67,96
70736,2024-09-22,2667.34,58
70736,2024-09-23,1249.87,67
70736,2024-09-24,2904.04,88
70736,2024-09-25,4580.29,7
70736,2024-09-26,1301.86,9
70736,2024-09-27,3734.01,82
70736,2024-09-28,3429.22,91
70736,2024-09-29,2527.49,73
70736,2024-09-30,5486.56,45
70736,2024-10-01,6705.91,41
70736,2024-10-02,2210.94,63
70736,2024-10-03,8268.43,30
70736,2024-10-04,1853.86,90
70736,2024-10-05,4869.3,6
70736,2024-10-06,939.23,1
70736,2024-10-07,3718.59,87
70736,2024-10-08,1739.48,68
70736,2024-10-09,3482.59,43
70736,2024-10-10,8972.96,19
70736,2024-10-11,5469.3,80
70736,2024-10-12,3208.71,61
70736,2024-10-13,6673.89,5
70736,2024-10-14,6643.75,42
70736,2024-10-15,6813.73,48
70736,2024-10-16,5721.9,81
70736,2024-10-17,601.29,75
70736,2024-10-18,7334.12,28
70736,2024-10-19,4608.75,51
70736,2024-10-20,2573.86,29
70736,2024-10-21,2903.82,86
70736,2024-10-22,7358.35,89
70736,2024-10-23,7137.87,33
70736,2024-10-24,7924.28,95
70736,2024-10-25,6034.11,20
70736,2024-10-26,7950.45,16
70736,2024-10-27,680.65,36
70736,2024-10-28,4485.77,83
70736,2024-10-29,4103.46,77
70736,2024-10-30,3172.53,12
70736,2024-10-31,3932.22,77
70736,2024-11-01,569.0,54
70736,2024-11-02,2018.74,40
70736,2024-11-03,8320.8,7
70736,2024-11-04,2960.13,16
70736,2024-11-05,9441.78,14
70736,2024-11-06,6050.18,3
70736,2024-11-07,7030.43,77
70736,2024-11-08,3766.62,54
70736,2024-11-09,9224.86,29
70736,2024-11-10,5978.49,28
70736,2024-11-11,8291.32,52
70736,2024-11-12,2228.63,10
70736,2024-11-13,3189.87,14
70736,2024-11-14,9612.04,37
70736,2024-11-15,4984.38,77
70736,2024-11-16,1342.52,3
70736,2024-11-17,3328.84,81
70736,2024-11-18,818.77,87
70736,2024-11-19,5872.03,61
70736,2024-11-20,4938.33,55
70736,2024-11-21,9538.07,58
70736,2024-11-22,1567.62,79
70736,2024-11-23,2161.66,16
70736,2024-11-24,1640.11,74
70736,2024-11-25,6747.89,26
70736,2024-11-26,4938.67,36
70736,2024-11-27,1512.18,5
70736,2024-11-28,2516.18,20
70736,2024-11-29,8878.36,34
89765,2024-08-12,5191.18,57
89765,2024-08-13,3368.93,19
89765,2024-08-14,8171.86,57
89765,2024-08-15,2391.18,37
89765,2024-08-16,2792.33,97
89765,2024-08-17,5426.67,51
89765,2024-08-18,6384.94,60
89765,2024-08-19,6431.83,43
89765,2024-08-20,6504.81,81
89765,2024-08-21,6884.83,39
89765,2024-08-22,2282.71,36
89765,2024-08-23,2245.21,10
89765,2024-08-24,3781.2,49
89765,2024-08-25,6171.26,6
89765,2024-08-26,1451.05,11
89765,2024-08-27,2846.68,85
89765,2024-08-28,3565.36,50
89765,2024-08-29,7578.02,14
89765,2024-08-30,4006.83,83
89765,2024-08-31,6686.57,76
89765,2024-09-01,4815.81,87
89765,2024-09-02,2813.39,52
89765,2024-09-03,6244.41,4
89765,2024-09-04,2779.1,95
89765,2024-09-05,4944.0,87
89765,2024-09-06,8532.71,56
89765,2024-09-07,5238.81,57
89765,2024-09-08,3538.53,75
89765,2024-09-09,8938.47,97
89765,2024-09-10,5217.4,70
89765,2024-09-11,723.62,21
89765,2024-09-12,3593.41,74
89765,2024-09-13,7978.83,82
89765,2024-09-14,9350.16,3
89765,2024-09-15,1067.22,97
89765,2024-09-16,8932.31,20
89765,2024-09-17,2286.26,54
89765,2024-09-18,4232.45,11
89765,2024-09-19,3746.94,43
89765,2024-09-20,5966.5,60
89765,2024-09-21,1957.73,88
89765,2024-09-22,7790.88,90
89765,2024-09-23,6043.7,18
89765,2024-09-24,9524.31,88
89765,2024-09-25,847.87,59
89765,2024-09-26,6850.38,74
89765,2024-09-27,8336.73,27
89765,2024-09-28,1896.03,11
89765,2024-09-29,1114.31,7
89765,2024-09-30,511.22,38
89765,2024-10-01,4635.98,5
89765,2024-10-02,3252.87,32
89765,2024-10-03,5423.55,16
89765,2024-10-04,7709.38,86
89765,2024-10-05,7463.89,18
89765,2024-10-06,7585.44,37
89765,2024-10-07,4765.58,68
89765,2024-10-08,6126.91,30
89765,2024-10-09,4350.13,13
89765,2024-10-10,7096.29,55
89765,2024-10-11,5974.71,19
89765,2024-10-12,730.75,55
89765,2024-10-13,5157.67,53
89765,2024-10-14,4476.53,6
89765,2024-10-15,4941.69,57
89765,2024-10-16,7444.83,81
89765,2024-10-17,6566.04,41
89765,2024-10-18,3232.19,13
89765,2024-10-19,8544.64,28
89765,2024-10-20,7834.17,98
89765,2024-10-21,2247.29,37
89765,2024-10-22,1459.71,31
89765,2024-10-23,9654.16,43
89765,2024-10-24,7547.49,20
89765,2024-10-25,9082.15,30
89765,2024-10-26,2810.37,7
89765,2024-10-27,3177.44,79
89765,2024-10-28,5758.47,27
89765,2024-10-29,1854.88,84
89765,2024-10-30,6388.79,15
89765,2024-10-31,4982.91,58
89765,2024-11-01,5203.31,9
89765,2024-11-02,1245.16,49
89765,2024-11-03,3896.09,19
89765,2024-11-04,5363.19,17
89765,2024-11-05,1222.44,71
89765,2024-11-06,4402.33,50
89765,2024-11-07,3872.79,12
89765,2024-11-08,7352.15,37
89765,2024-11-09,4673.36,77
89765,2024-11-10,4398.59,61
89765,2024-11-11,176.8,3
89765,2024-11-12,7797.06,4
89765,2024-11-13,5921.73,12
89765,2024-11-14,6671.86,35
89765,2024-11-15,3701.26,51
89765,2024-11-16,7149.69,77
89765,2024-11-17,5674.46,19
89765,2024-11-18,6254.1,45
89765,2024-11-19,1761.63,59
89765,2024-11-20,8501.25,66
89765,2024-11-21,3146.45,74
89765,2024-11-22,3096.5,21
89765,2024-11-23,388.92,16
89765,2024-11-24,8395.55,19
89765,2024-11-25,2506.22,60
89765,2024-11-26,6776.47,64
89765,2024-11-27,6355.39,36
89765,2024-11-28,9381.84,28
89765,2024-11-29,3703.16,6
89765,2024-11-30,6276.5,53
89765,2024-12-01,6396.51,27
89765,2024-12-02,6939.93,70
89765,2024-12-03,821.18,40
89765,2024-12-04,6568.8,45
89765,2024-12-05,8574.95,28
89765,2024-12-06,2682.04,27
89765,2024-12-07,3082.1,3
89765,2024-12-08,8880.98,50
89765,2024-12-09,5526.63,92
89765,2024-12-10,8613.42,55
89765,2024-12-11,3374.22,64
89765,2024-12-12,3756.8,40
89765,2024-12-13,2450.29,6
89765,2024-12-14,777.49,43
89765,2024-12-15,5525.08,75
89765,2024-12-16,5615.82,67
11115,2024-02-11,5664.01,69
11115,2024-02-12,7509.41,81
11115,2024-02-13,4608.09,19
11115,2024-02-14,4769.68,34
11115,2024-02-15,985.01,66
11115,2024-02-16,6719.73,27
11115,2024-02-17,512.34,83
11115,2024-02-18,7897.7,57
11115,2024-02-19,3306.49,69
11115,2024-02-20,4800.98,32
11115,2024-02-21,8822.59,95
11115,2024-02-22,8227.36,79
11115,2024-02-23,4203.38,90
11115,2024-02-24,4753.1,43
11115,2024-02-25,974.57,18
11115,2024-02-26,3594.54,91
11115,2024-02-27,6832.7,65
11115,2024-02-28,7603.95,49
11115,2024-02-29,3355.23,1
11115,2024-03-01,996.54,61
11115,2024-03-02,8403.36,32
11115,2024-03-03,3065.41,39
11115,2024-03-04,5164.83,79
11115,2024-03-05,9595.69,50
11115,2024-03-06,1728.46,44
11115,2024-03-07,1635.9,80
11115,2024-03-08,2084.61,12
11115,2024-03-09,188.7,41
11115,2024-03-10,396.96,19
11115,2024-03-11,1339.74,22
11115,2024-03-12,365.45,47
11115,2024-03-13,1383.89,33
11115,2024-03-14,2075.18,72
11115,2024-03-15,1565.4,30
11115,2024-03-16,2113.54,2
11115,2024-03-17,7222.54,85
11115,2024-03-18,4236.24,91
11115,2024-03-19,8072.32,88
11115,2024-03-20,3932.5,76
11115,2024-03-21,7246.17,54
11115,2024-03-22,4452.0,72
11115,2024-03-23,1626.03,89
11115,2024-03-24,1788.88,99
11115,2024-03-25,2973.1,78
11115,2024-03-26,9146.82,60
11115,2024-03-27,4988.91,4
11115,2024-03-28,9964.76,20
11115,2024-03-29,5390.95,7
11115,2024-03-30,5550.78,92
11115,2024-03-31,3450.34,76
11115,2024-04-01,4798.04,7
11115,2024-04-02,8470.54,75
11115,2024-04-03,9443.56,94
11115,2024-04-04,9674.1,82
11115,2024-04-05,5030.98,66
11115,2024-04-06,8954.78,29
11115,2024-04-07,4483.21,72
11115,2024-04-08,1854.76,9
11115,2024-04-09,2658.03,10
11115,2024-04-10,6337.4,60
11115,2024-04-11,8385.98,53
11115,2024-04-12,5023.53,4
11115,2024-04-13,1183.31,46
11115,2024-04-14,3377.57,82
11115,2024-04-15,6453.54,27
11115,2024-04-16,2900.71,80
11115,2024-04-17,2237.18,87
11115,2024-04-18,216.11,88
11115,2024-04-19,1066.13,62
11115,2024-04-20,9528.7,51
11115,2024-04-21,2918.34,4
11115,2024-04-22,3642.71,44
11115,2024-04-23,4384.02,92
11115,2024-04-24,3298.35,26
11115,2024-04-25,5539.02,19
11115,2024-04-26,6070.66,3
11115,2024-04-27,8308.22,40
11115,2024-04-28,8158.93,23
11115,2024-04-29,4045.08,48
11115,2024-04-30,7455.5,96
11115,2024-05-01,4814.99,59
11115,2024-05-02,6362.51,3
11115,2024-05-03,1317.35,2
11115,2024-05-04,2843.44,57
11115,2024-05-05,1563.57,92
11115,2024-05-06,9694.94,10
11115,2024-05-07,8997.09,48
11115,2024-05-08,8141.47,35
11115,2024-05-09,9627.2,52
11115,2024-05-10,6959.64,58
11115,2024-05-11,9109.03,89
11115,2024-05-12,6401.87,16
11115,2024-05-13,2099.84,71
11115,2024-05-14,4133.76,100
11115,2024-05-15,7867.83,77
11115,2024-05-16,1014.99,82
11115,2024-05-17,8820.93,90
11115,2024-05-18,7274.82,97
11115,2024-05-19,8527.03,30
11115,2024-05-20,4220.78,51
11115,2024-05-21,7544.97,48
11115,2024-05-22,3067.86,50
11115,2024-05-23,3108.8,71
11115,2024-05-24,808.75,12
11115,2024-05-25,671.24,89
11115,2024-05-26,4619.85,48
11115,2024-05-27,2822.64,55
11115,2024-05-28,7855.18,92
11115,2024-05-29,7254.07,22
11115,2024-05-30,7624.53,31
11115,2024-05-31,3845.81,83
11115,2024-06-01,384.48,57
11115,2024-06-02,2426.58,13
11115,2024-06-03,8227.3,65
11115,2024-06-04,4458.91,85
11115,2024-06-05,7843.86,66
11115,2024-06-06,183.06,74
11115,2024-06-07,4281.84,35
11115,2024-06-08,5046.6,61
11115,2024-06-09,4187.07,40
11115,2024-06-10,9911.72,74
11115,2024-06-11,169.92,53
11115,2024-06-12,5217.67,19
11115,2024-06-13,5369.39,31
11115,2024-06-14,5624.89,15
11115,2024-06-15,928.36,56
11115,2024-06-16,3863.2,44
11115,2024-06-17,3164.07,69
11115,2024-06-18,2117.48,6
11115,2024-06-19,7231.32,49
11115,2024-06-20,786.93,11
11115,2024-06-21,4174.8,84
11115,2024-06-22,2881.68,14
11115,2024-06-23,6159.05,98
11115,2024-06-24,168.49,33
11115,2024-06-25,667.7,16
11115,2024-06-26,2640.15,60
11115,2024-06-27,3556.11,90
11115,2024-06-28,1246.45,7
11115,2024-06-29,537.35,91
11115,2024-06-30,201.53,20
11115,2024-07-01,5148.82,70
11115,2024-07-02,9047.15,24
11115,2024-07-03,5318.78,76
11115,2024-07-04,125.43,82
11115,2024-07-05,5778.04,26
11115,2024-07-06,9665.97,36
11115,2024-07-07,6128.01,67
11115,2024-07-08,4216.66,99
11115,2024-07-09,5360.64,52
11115,2024-07-10,3542.37,12
11115,2024-07-11,9384.28,77
11115,2024-07-12,2476.04,11
11115,2024-07-13,9284.48,59
11115,2024-07-14,8594.94,35
11115,2024-07-15,9257.5,89
11115,2024-07-16,7309.71,53
11115,2024-07-17,7505.68,21
11115,2024-07-18,6861.83,93
11115,2024-07-19,592.72,13
11115,2024-07-20,4059.57,25
11115,2024-07-21,2683.91,60
11115,2024-07-22,7113.87,19
11115,2024-07-23,9106.25,43
11115,2024-07-24,7583.56,32
11115,2024-07-25,4483.76,48
11115,2024-07-26,5924.24,75
11115,2024-07-27,9580.18,63
11115,2024-07-28,9939.17,55
11115,2024-07-29,6738.56,92
11115,2024-07-30,1515.18,37
11115,2024-07-31,9663.69,95
11115,2024-08-01,349.72,89
11115,2024-08-02,7241.22,52
11115,2024-08-03,3202.23,30
11115,2024-08-04,1978.28,85
11115,2024-08-05,6064.81,98
11115,2024-08-06,862.0,32
11115,2024-08-07,9506.33,67
11115,2024-08-08,7769.98,44
11115,2024-08-09,3465.14,8
11115,2024-08-10,1335.4,14
11115,2024-08-11,5620.84,3
11115,2024-08-12,4498.64,30
11115,2024-08-13,3279.02,64
11115,2024-08-14,2564.68,81
11115,2024-08-15,6863.52,7
11115,2024-08-16,5108.22,72
11115,2024-08-17,4553.92,22
11115,2024-08-18,5187.43,22
11115,2024-08-19,3881.44,25
11115,2024-08-20,1669.77,39
11115,2024-08-21,9580.99,20
11115,2024-08-22,7179.29,84
11115,2024-08-23,466.11,54
11115,2024-08-24,558.43,79
11115,2024-08-25,3292.24,56
11115,2024-08-26,5663.22,6
11115,2024-08-27,5302.91,25
11115,2024-08-28,7041.28,47
11115,2024-08-29,3023.4,57
11115,2024-08-30,9988.92,14
11115,2024-08-31,8239.16,98
11115,2024-09-01,7755.23,63
11115,2024-09-02,3619.92,80
11115,2024-09-03,2886.45,38
11115,2024-09-04,7406.84,42
11115,2024-09-05,8472.74,44
11115,2024-09-06,8232.51,11
11115,2024-09-07,9743.01,32
11115,2024-09-08,2203.09,23
11115,2024-09-09,7387.2,54
11115,2024-09-10,4229.33,29
11115,2024-09-11,139.02,11
11115,2024-09-12,292.57,6
11115,2024-09-13,8393.82,40
11115,2024-09-14,1750.69,78
11115,2024-09-15,4615.0,51
11115,2024-09-16,2649.22,55
11115,2024-09-17,7650.96,90
11115,2024-09-18,3820.38,43
11115,2024-09-19,649.7,68
11115,2024-09-20,6172.4,81
11115,2024-09-21,7274.6,92
11115,2024-09-22,632.66,29
11115,2024-09-23,2005.82,38
11115,2024-09-24,3880.13,99
11115,2024-09-25,3276.24,89
11115,2024-09-26,4820.64,50
11115,2024-09-27,3340.2,70
11115,2024-09-28,2622.45,41
11115,2024-09-29,6520.13,44
11115,2024-09-30,3831.89,64
11115,2024-10-01,6925.73,63
11115,2024-10-02,5083.74,8
11115,2024-10-03,3666.86,94
11115,2024-10-04,3103.6,89
11115,2024-10-05,445.28,53
11115,2024-10-06,5657.31,27
11115,2024-10-07,7187.59,92
11115,2024-10-08,3316.28,83
11115,2024-10-09,8161.78,85
11115,2024-10-10,7982.78,32
11115,2024-10-11,9823.34,28
11115,2024-10-12,9394.68,40
11115,2024-10-13,3246.82,6
11115,2024-10-14,9295.65,98
11115,2024-10-15,5420.53,32
11115,2024-10-16,8060.09,27
11115,2024-10-17,9651.15,20
11115,2024-10-18,9473.09,62
11115,2024-10-19,6380.76,69
11115,2024-10-20,3497.44,76
11115,2024-10-21,4148.98,80
11115,2024-10-22,1245.41,97
11115,2024-10-23,4629.2,98
11115,2024-10-24,1416.7,52
11115,2024-10-25,586.51,74
11115,2024-10-26,4476.38,17
11115,2024-10-27,6857.66,30
11115,2024-10-28,3757.9,41
11115,2024-10-29,2752.76,56
11115,2024-10-30,3637.12,14
11115,2024-10-31,3429.55,63
11115,2024-11-01,4471.67,92
11115,2024-11-02,1453.82,62
11115,2024-11-03,9737.99,42
11115,2024-11-04,4641.51,40
11115,2024-11-05,9469.89,54
11115,2024-11-06,1733.42,9
11115,2024-11-07,4910.1,26
11115,2024-11-08,5770.17,65
11115,2024-11-09,2069.73,36
11115,2024-11-10,5773.02,84
11115,2024-11-11,4778.34,83
11115,2024-11-12,9576.99,80
11115,2024-11-13,1910.1,99
11115,2024-11-14,5296.05,26
11115,2024-11-15,7453.12,100
11115,2024-11-16,6662.35,53
11115,2024-11-17,4359.56,15
11115,2024-11-18,1467.37,93
11115,2024-11-19,5032.44,50
11115,2024-11-20,1477.79,66
11115,2024-11-21,8949.24,80
11115,2024-11-22,3393.67,99
11115,2024-11-23,1262.23,90
11115,2024-11-24,7326.81,50
11115,2024-11-25,1243.36,44
11115,2024-11-26,9526.68,43
11115,2024-11-27,939.85,93
11115,2024-11-28,345.49,53
11115,2024-11-29,448.53,100
11115,2024-11-30,1743.78,19
11115,2024-12-01,8358.12,82
11115,2024-12-02,5684.76,25
11115,2024-12-03,3427.97,13
11115,2024-12-04,6206.91,17
11115,2024-12-05,8364.77,28
11115,2024-12-06,5644.85,10
14810,2024-01-06,2340.24,73
14810,2024-01-07,3332.75,74
14810,2024-01-08,1327.66,81
14810,2024-01-09,8804.46,67
14810,2024-01-10,4744.88,63
14810,2024-01-11,8890.88,61
14810,2024-01-12,6145.93,10
14810,2024-01-13,8912.05,67
14810,2024-01-14,3950.4,99
14810,2024-01-15,6018.4,38
14810,2024-01-16,5290.94,80
14810,2024-01-17,3583.82,46
14810,2024-01-18,679.08,75
14810,2024-01-19,6666.57,92
14810,2024-01-20,5107.12,26
14810,2024-01-21,3782.95,78
14810,2024-01-22,2119.97,46
14810,2024-01-23,3619.3,32
14810,2024-01-24,2243.96,25
14810,2024-01-25,8961.35,90
14810,2024-01-26,369.53,68
14810,2024-01-27,5721.51,63
14810,2024-01-28,7591.7,11
14810,2024-01-29,6036.74,35
14810,2024-01-30,6118.58,99
14810,2024-01-31,7131.91,58
14810,2024-02-01,4192.94,23
14810,2024-02-02,8061.83,5
14810,2024-02-03,3280.69,9
14810,2024-02-04,3400.05,78
14810,2024-02-05,1338.86,42
14810,2024-02-06,8251.85,83
14810,2024-02-07,4337.51,5
14810,2024-02-08,9828.29,88
14810,2024-02-09,7427.58,86
14810,2024-02-10,9876.35,11
14810,2024-02-11,2257.62,85
14810,2024-02-12,657.63,75
14810,2024-02-13,2716.94,34
14810,2024-02-14,1734.12,42
14810,2024-02-15,5828.83,88
14810,2024-02-16,6992.79,93
14810,2024-02-17,5059.25,82
14810,2024-02-18,4285.85,16
14810,2024-02-19,3635.96,15
14810,2024-02-20,8366.48,92
14810,2024-02-21,8789.63,48
14810,2024-02-22,5441.79,41
14810,2024-02-23,8897.25,98
14810,2024-02-24,4563.81,12
14810,2024-02-25,7927.43,11
14810,2024-02-26,8317.25,18
14810,2024-02-27,7732.25,54
14810,2024-02-28,969.05,35
14810,2024-02-29,229.23,57
14810,2024-03-01,4204.96,78
14810,2024-03-02,8003.02,72
14810,2024-03-03,625.78,2
14810,2024-03-04,6664.16,87
14810,2024-03-05,723.95,16
14810,2024-03-06,9479.59,35
14810,2024-03-07,3442.72,91
14810,2024-03-08,6089.27,26
14810,2024-03-09,657.15,16
14810,2024-03-10,5715.25,72
14810,2024-03-11,218.0,55
14810,2024-03-12,9251.81,35
14810,2024-03-13,2493.57,30
14810,2024-03-14,7782.39,35
14810,2024-03-15,3364.29,24
14810,2024-03-16,7914.99,14
14810,2024-03-17,6821.95,43
14810,2024-03-18,1024.08,24
14810,2024-03-19,9917.34,87
14810,2024-03-20,3095.1,45
14810,2024-03-21,4110.94,38
14810,2024-03-22,8267.46,16
14810,2024-03-23,8470.86,31
14810,2024-03-24,9584.31,18
14810,2024-03-25,5664.12,33
14810,2024-03-26,4265.5,27
14810,2024-03-27,7982.77,31
14810,2024-03-28,7690.17,11
14810,2024-03-29,7191.13,64
14810,2024-03-30,4352.91,18
14810,2024-03-31,6957.85,48
14810,2024-04-01,660.16,29
14810,2024-04-02,2093.79,54
14810,2024-04-03,2416.64,60
14810,2024-04-04,5624.0,25
14810,2024-04-05,2544.06,25
14810,2024-04-06,2665.52,86
14810,2024-04-07,6351.52,64
14810,2024-04-08,3356.24,61
14810,2024-04-09,788.65,45
14810,2024-04-10,2953.01,5
14810,2024-04-11,6248.7,41
14810,2024-04-12,1259.77,93
14810,2024-04-13,1061.84,99
14810,2024-04-14,5546.66,45
14810,2024-04-15,1578.96,85
14810,2024-04-16,1147.89,9
14810,2024-04-17,9932.65,1
14810,2024-04-18,6276.6,85
14810,2024-04-19,238.23,15
14810,2024-04-20,1896.89,61
14810,2024-04-21,1746.7,42
14810,2024-04-22,2736.38,83
14810,2024-04-23,7729.27,44
14810,2024-04-24,3763.21,79
14810,2024-04-25,4389.86,18
14810,2024-04-26,6138.98,49
14810,2024-04-27,7342.98,55
14810,2024-04-28,9718.09,9
14810,2024-04-29,6798.14,9
14810,2024-04-30,382.54,6
14810,2024-05-01,3119.34,22
14810,2024-05-02,8101.04,10
14810,2024-05-03,4154.75,5
14810,2024-05-04,975.62,88
14810,2024-05-05,7642.14,60
14810,2024-05-06,4852.38,95
14810,2024-05-07,4966.77,29
14810,2024-05-08,5037.55,46
14810,2024-05-09,419.29,8
14810,2024-05-10,9938.07,48
14810,2024-05-11,7796.49,67
14810,2024-05-12,147.6,7
14810,2024-05-13,3126.95,85
14810,2024-05-14,6105.6,30
14810,2024-05-15,3992.21,77
14810,2024-05-16,3093.2,33
14810,2024-05-17,8092.57,93
14810,2024-05-18,5552.09,89
14810,2024-05-19,3376.22,38
14810,2024-05-20,7958.46,26
14810,2024-05-21,7277.42,43
14810,2024-05-22,9109.72,4
14810,2024-05-23,5795.77,49
14810,2024-05-24,5629.83,69
14810,2024-05-25,8101.41,61
14810,2024-05-26,264.32,53
14810,2024-05-27,1656.61,81
14810,2024-05-28,6312.6,84
14810,2024-05-29,8384.66,10
14810,2024-05-30,9724.36,80
14810,2024-05-31,3907.46,29
14810,2024-06-01,6917.91,10
14810,2024-06-02,8349.32,82
14810,2024-06-03,1319.15,38
14810,2024-06-04,4092.04,65
14810,2024-06-05,3721.08,11
14810,2024-06-06,9236.85,38
14810,2024-06-07,1122.86,18
14810,2024-06-08,5215.58,69
14810,2024-06-09,2832.56,95
14810,2024-06-10,3838.24,35
14810,2024-06-11,3295.6,19
14810,2024-06-12,3383.11,43
14810,2024-06-13,6726.62,76
14810,2024-06-14,1178.84,37
14810,2024-06-15,6211.43,26
14810,2024-06-16,2629.32,49
14810,2024-06-17,9910.71,66
14810,2024-06-18,2170.75,6
14810,2024-06-19,7144.85,21
